TRID,TransactionDate,ToFC,FromWH,Quantity
1032,2019-04-05 06:59:26,FC00007,WH00005,22
1033,2019-04-05 07:00:03,FC00008,WH00006,10
1034,2019-04-05 09:13:07,FC00001,WH00003,11
1035,2019-04-05 11:38:44,FC00003,WH00003,32
1036,2019-04-05 12:51:50,FC00002,WH00002,17
1037,2019-04-05 14:31:41,FC00002,WH00002,24
1038,2019-04-05 19:06:07,FC00008,WH00004,38
1039,2019-04-05 19:39:04,FC00003,WH00002,16
1040,2019-04-05 20:11:30,FC00001,WH00003,29
1041,2019-04-05 21:15:25,FC00001,WH00003,20
1042,2019-04-05 22:48:00,FC00005,WH00005,15
1043,2019-04-05 23:23:16,FC00001,WH00001,17
1044,2019-04-06 00:21:57,FC00005,WH00005,21
1045,2019-04-06 01:06:25,FC00005,WH00005,28
1046,2019-04-06 04:20:45,FC00003,WH00002,39
1047,2019-04-06 07:14:51,FC00004,WH00001,38
1048,2019-04-06 08:15:54,FC00008,WH00004,14
1049,2019-04-06 13:43:04,FC00003,WH00001,29
1050,2019-04-06 14:39:10,FC00001,WH00001,32
1051,2019-04-06 14:48:34,FC00002,WH00001,35
1052,2019-04-06 15:09:31,FC00008,WH00004,20
1053,2019-04-06 17:25:52,FC00006,WH00004,28
1054,2019-04-06 17:48:14,FC00001,WH00002,33
1055,2019-04-06 19:50:51,FC00003,WH00002,33
1056,2019-04-06 21:41:25,FC00007,WH00004,21
1057,2019-04-06 22:26:55,FC00006,WH00005,19
1058,2019-04-07 05:29:32,FC00007,WH00006,36
1059,2019-04-07 08:46:40,FC00001,WH00002,23
1060,2019-04-07 09:43:52,FC00006,WH00005,15
1061,2019-04-07 10:14:22,FC00003,WH00002,33
1062,2019-04-07 11:07:55,FC00003,WH00003,30
1063,2019-04-07 14:37:45,FC00005,WH00006,22
1064,2019-04-07 18:20:35,FC00006,WH00004,23
1065,2019-04-07 19:44:11,FC00005,WH00006,11
1066,2019-04-07 20:06:10,FC00005,WH00005,37
1067,2019-04-07 21:26:13,FC00006,WH00006,26
1068,2019-04-08 01:08:07,FC00005,WH00004,23
1069,2019-04-08 02:59:36,FC00001,WH00001,25
1070,2019-04-08 04:59:58,FC00005,WH00006,27
1071,2019-04-08 09:12:09,FC00006,WH00005,30
1072,2019-04-08 13:55:33,FC00001,WH00001,11
1073,2019-04-08 20:47:56,FC00001,WH00003,12
1074,2019-04-08 20:58:50,FC00002,WH00003,13
1075,2019-04-09 01:53:33,FC00005,WH00006,33
1076,2019-04-09 04:50:52,FC00006,WH00004,30
1077,2019-04-09 05:45:40,FC00003,WH00003,33
1078,2019-04-09 05:50:19,FC00007,WH00005,18
1079,2019-04-09 13:37:37,FC00002,WH00003,10
1080,2019-04-09 16:53:07,FC00005,WH00005,37
1081,2019-04-09 17:23:30,FC00003,WH00001,11
1082,2019-04-09 19:59:14,FC00005,WH00005,44
1083,2019-04-09 21:29:15,FC00002,WH00002,25
1084,2019-04-09 21:39:10,FC00004,WH00001,20
1085,2019-04-09 23:37:52,FC00002,WH00003,37
1086,2019-04-10 00:59:58,FC00001,WH00003,12
1087,2019-04-10 02:02:19,FC00007,WH00006,21
1088,2019-04-10 02:39:24,FC00007,WH00004,13
1089,2019-04-10 10:13:09,FC00008,WH00004,21
1090,2019-04-10 11:52:13,FC00002,WH00003,19
1091,2019-04-10 13:55:46,FC00006,WH00004,31
1092,2019-04-10 18:57:00,FC00004,WH00002,31
1093,2019-04-11 00:39:34,FC00008,WH00005,20
1094,2019-04-11 01:50:31,FC00008,WH00005,23
1095,2019-04-11 05:10:56,FC00006,WH00006,36
1096,2019-04-11 05:45:44,FC00005,WH00006,15
1097,2019-04-11 05:46:40,FC00006,WH00006,36
1098,2019-04-11 06:14:37,FC00004,WH00001,34
1099,2019-04-11 08:54:07,FC00005,WH00005,29
1100,2019-04-11 09:55:04,FC00003,WH00001,31
1101,2019-04-11 10:41:50,FC00007,WH00004,38
1102,2019-04-11 12:21:21,FC00004,WH00003,21
1103,2019-04-11 15:04:51,FC00007,WH00006,36
1104,2019-04-11 16:04:27,FC00006,WH00005,17
1105,2019-04-11 16:21:25,FC00002,WH00003,14
1106,2019-04-11 16:45:44,FC00007,WH00005,29
1107,2019-04-11 16:57:52,FC00001,WH00001,36
1108,2019-04-11 18:32:07,FC00006,WH00006,27
1109,2019-04-11 19:29:12,FC00005,WH00005,33
1110,2019-04-11 19:49:51,FC00003,WH00002,34
1111,2019-04-11 20:56:31,FC00006,WH00004,25
1112,2019-04-11 22:43:36,FC00004,WH00003,17
1113,2019-04-12 07:16:07,FC00003,WH00003,15
1114,2019-04-12 08:03:26,FC00005,WH00006,39
1115,2019-04-12 09:52:28,FC00005,WH00005,31
1116,2019-04-12 12:26:36,FC00004,WH00002,29
1117,2019-04-12 16:49:20,FC00006,WH00005,34
1118,2019-04-12 22:18:37,FC00001,WH00003,15
1119,2019-04-12 22:19:17,FC00004,WH00001,36
1120,2019-04-12 23:57:43,FC00007,WH00004,27
1121,2019-04-13 00:18:52,FC00006,WH00005,18
1122,2019-04-13 06:50:57,FC00002,WH00001,37
1123,2019-04-13 07:06:11,FC00007,WH00005,26
1124,2019-04-13 11:32:01,FC00002,WH00003,28
1125,2019-04-13 12:11:08,FC00002,WH00003,13
1126,2019-04-13 17:33:07,FC00006,WH00005,25
1127,2019-04-13 23:05:02,FC00005,WH00004,23
1128,2019-04-14 02:07:48,FC00001,WH00001,13
1129,2019-04-14 04:11:42,FC00002,WH00002,18
1130,2019-04-14 04:33:35,FC00004,WH00001,39
1131,2019-04-14 05:28:48,FC00003,WH00001,28
1132,2019-04-14 09:26:37,FC00006,WH00004,19
1133,2019-04-14 11:37:30,FC00005,WH00006,16
1134,2019-04-14 12:49:14,FC00003,WH00002,16
1135,2019-04-14 15:34:20,FC00005,WH00004,39
1136,2019-04-14 16:17:22,FC00008,WH00006,23
1137,2019-04-15 05:06:26,FC00002,WH00001,39
1138,2019-04-15 09:52:56,FC00005,WH00004,22
1139,2019-04-15 11:19:13,FC00007,WH00006,26
1140,2019-04-15 13:08:01,FC00008,WH00006,25
1141,2019-04-15 13:27:57,FC00001,WH00002,34
1142,2019-04-15 15:18:17,FC00007,WH00004,20
1143,2019-04-15 20:42:20,FC00001,WH00001,15
1144,2019-04-16 01:24:18,FC00002,WH00002,30
1145,2019-04-16 02:40:12,FC00005,WH00006,18
1146,2019-04-16 03:26:37,FC00002,WH00003,26
1147,2019-04-16 05:09:03,FC00004,WH00001,19
1148,2019-04-16 06:35:30,FC00007,WH00004,28
1149,2019-04-16 08:12:09,FC00006,WH00004,13
1150,2019-04-16 09:15:12,FC00006,WH00005,34
1151,2019-04-16 09:49:24,FC00002,WH00001,18
1152,2019-04-16 11:54:58,FC00004,WH00001,33
1153,2019-04-16 14:08:13,FC00007,WH00004,28
1154,2019-04-16 14:47:02,FC00006,WH00005,22
1155,2019-04-16 15:19:47,FC00002,WH00003,36
1156,2019-04-16 17:49:22,FC00003,WH00001,35
1157,2019-04-16 18:22:19,FC00007,WH00006,22
1158,2019-04-16 19:57:29,FC00003,WH00003,36
1159,2019-04-16 20:02:54,FC00008,WH00006,20
1160,2019-04-16 21:53:46,FC00006,WH00004,35
1161,2019-04-17 01:10:12,FC00004,WH00002,13
1162,2019-04-17 02:30:21,FC00003,WH00002,14
1163,2019-04-17 05:56:55,FC00001,WH00001,12
1164,2019-04-17 06:33:47,FC00001,WH00002,11
1165,2019-04-17 09:17:19,FC00005,WH00004,17
1166,2019-04-17 10:38:09,FC00008,WH00004,32
1167,2019-04-17 13:30:14,FC00003,WH00001,25
1168,2019-04-17 13:45:45,FC00004,WH00003,34
1169,2019-04-17 14:20:42,FC00006,WH00006,28
1170,2019-04-17 17:06:39,FC00006,WH00004,38
1171,2019-04-17 19:11:02,FC00003,WH00001,36
1172,2019-04-17 20:36:18,FC00002,WH00003,35
1173,2019-04-17 22:53:06,FC00003,WH00002,20
1174,2019-04-17 22:53:12,FC00007,WH00004,29
1175,2019-04-18 00:27:11,FC00008,WH00005,20
1176,2019-04-18 07:02:32,FC00001,WH00003,32
1177,2019-04-18 10:26:36,FC00005,WH00006,32
1178,2019-04-18 11:56:55,FC00006,WH00006,38
1179,2019-04-18 16:27:35,FC00001,WH00001,12
1180,2019-04-18 16:47:47,FC00003,WH00001,36
1181,2019-04-18 19:21:23,FC00006,WH00005,19
1182,2019-04-18 19:37:05,FC00002,WH00003,38
1183,2019-04-18 20:44:40,FC00001,WH00002,13
1184,2019-04-19 07:34:43,FC00008,WH00005,25
1185,2019-04-19 08:05:58,FC00002,WH00001,24
1186,2019-04-19 09:35:41,FC00003,WH00001,25
1187,2019-04-19 12:02:00,FC00006,WH00005,33
1188,2019-04-19 14:44:27,FC00006,WH00006,27
1189,2019-04-19 15:59:35,FC00006,WH00005,37
1190,2019-04-19 17:44:33,FC00007,WH00006,22
1191,2019-04-19 18:13:26,FC00006,WH00006,29
1192,2019-04-19 21:06:45,FC00006,WH00005,38
1193,2019-04-19 21:32:10,FC00006,WH00004,10
1194,2019-04-19 23:49:48,FC00004,WH00003,30
1195,2019-04-20 03:15:45,FC00005,WH00004,21
1196,2019-04-20 03:31:13,FC00008,WH00004,13
1197,2019-04-20 05:46:19,FC00004,WH00001,32
1198,2019-04-20 07:15:29,FC00004,WH00003,36
1199,2019-04-20 10:40:45,FC00005,WH00004,28
1200,2019-04-20 11:32:31,FC00002,WH00001,32
1201,2019-04-20 12:02:46,FC00002,WH00002,33
1202,2019-04-20 12:43:07,FC00004,WH00003,10
1203,2019-04-20 14:35:37,FC00004,WH00002,37
1204,2019-04-20 16:47:42,FC00004,WH00003,21
1205,2019-04-20 17:35:46,FC00001,WH00002,28
1206,2019-04-20 21:51:14,FC00004,WH00001,23
1207,2019-04-21 00:34:37,FC00002,WH00001,27
1208,2019-04-21 01:01:10,FC00006,WH00005,11
1209,2019-04-21 01:25:02,FC00005,WH00006,38
1210,2019-04-21 01:55:25,FC00003,WH00003,25
1211,2019-04-21 03:11:08,FC00008,WH00004,20
1212,2019-04-21 04:07:29,FC00003,WH00001,17
1213,2019-04-21 07:14:25,FC00001,WH00003,13
1214,2019-04-21 09:05:59,FC00008,WH00005,15
1215,2019-04-21 09:21:12,FC00003,WH00002,34
1216,2019-04-21 09:41:16,FC00005,WH00004,23
1217,2019-04-21 09:44:47,FC00006,WH00004,25
1218,2019-04-21 10:45:45,FC00003,WH00003,33
1219,2019-04-21 12:15:13,FC00001,WH00002,24
1220,2019-04-21 12:46:44,FC00008,WH00005,32
1221,2019-04-21 17:28:09,FC00004,WH00003,29
1222,2019-04-21 20:47:01,FC00001,WH00003,20
1223,2019-04-22 05:17:39,FC00005,WH00005,29
1224,2019-04-22 10:53:26,FC00003,WH00002,21
1225,2019-04-22 12:46:15,FC00002,WH00002,29
1226,2019-04-22 13:30:15,FC00005,WH00006,18
1227,2019-04-22 13:50:18,FC00001,WH00001,39
1228,2019-04-22 14:14:36,FC00007,WH00006,17
1229,2019-04-22 14:53:17,FC00006,WH00006,18
1230,2019-04-22 16:05:48,FC00003,WH00001,22
1231,2019-04-22 17:45:02,FC00001,WH00003,32
1232,2019-04-22 18:28:45,FC00008,WH00005,10
1233,2019-04-22 18:58:36,FC00002,WH00003,17
1234,2019-04-22 20:28:53,FC00002,WH00003,33
1235,2019-04-22 21:24:08,FC00007,WH00005,33
1236,2019-04-22 23:21:01,FC00001,WH00002,19
1237,2019-04-22 23:38:24,FC00005,WH00006,30
1238,2019-04-23 00:33:22,FC00003,WH00003,36
1239,2019-04-23 03:07:04,FC00002,WH00001,22
1240,2019-04-23 05:59:47,FC00004,WH00002,39
1241,2019-04-23 06:05:06,FC00006,WH00004,22
1242,2019-04-23 07:02:40,FC00004,WH00001,34
1243,2019-04-23 09:57:22,FC00005,WH00004,15
1244,2019-04-23 12:26:40,FC00001,WH00001,12
1245,2019-04-23 12:33:24,FC00008,WH00006,38
1246,2019-04-23 15:19:57,FC00004,WH00001,31
1247,2019-04-23 15:24:09,FC00007,WH00006,25
1248,2019-04-23 18:03:23,FC00006,WH00004,15
1249,2019-04-23 21:14:45,FC00004,WH00001,30
1250,2019-04-23 21:53:28,FC00004,WH00003,17
1251,2019-04-23 22:37:24,FC00005,WH00004,21
1252,2019-04-24 00:05:43,FC00004,WH00001,37
1253,2019-04-24 00:22:07,FC00002,WH00003,35
1254,2019-04-24 01:42:20,FC00005,WH00004,28
1255,2019-04-24 04:01:42,FC00007,WH00004,35
1256,2019-04-24 10:26:07,FC00008,WH00005,24
1257,2019-04-24 11:34:24,FC00002,WH00001,20
1258,2019-04-24 12:23:11,FC00002,WH00001,31
1259,2019-04-24 14:06:48,FC00002,WH00003,24
1260,2019-04-24 15:41:02,FC00003,WH00001,12
1261,2019-04-24 16:32:26,FC00004,WH00002,35
1262,2019-04-24 16:48:29,FC00002,WH00001,15
1263,2019-04-24 19:06:50,FC00008,WH00005,37
1264,2019-04-24 19:28:59,FC00003,WH00002,12
1265,2019-04-24 19:42:17,FC00004,WH00002,31
1266,2019-04-24 19:51:49,FC00006,WH00004,31
1267,2019-04-24 21:56:16,FC00006,WH00004,39
1268,2019-04-24 22:49:30,FC00008,WH00006,25
1269,2019-04-25 00:28:29,FC00006,WH00005,32
1270,2019-04-25 00:38:43,FC00004,WH00001,14
1271,2019-04-25 02:03:22,FC00001,WH00003,36
1272,2019-04-25 05:59:25,FC00006,WH00005,36
1273,2019-04-25 06:37:01,FC00003,WH00002,37
1274,2019-04-25 10:20:40,FC00004,WH00001,38
1275,2019-04-25 10:42:56,FC00003,WH00001,14
1276,2019-04-25 14:20:26,FC00002,WH00003,24
1277,2019-04-25 15:42:29,FC00007,WH00005,16
1278,2019-04-25 16:18:47,FC00004,WH00001,32
1279,2019-04-25 17:08:52,FC00004,WH00002,30
1280,2019-04-25 21:57:16,FC00001,WH00002,38
1281,2019-04-25 23:22:03,FC00006,WH00006,29
1282,2019-04-25 23:48:00,FC00006,WH00004,25
1283,2019-04-26 00:35:45,FC00008,WH00006,18
1284,2019-04-26 01:23:58,FC00007,WH00004,12
1285,2019-04-26 05:26:29,FC00008,WH00004,22
1286,2019-04-26 09:02:57,FC00008,WH00006,14
1287,2019-04-26 09:12:28,FC00004,WH00001,19
1288,2019-04-26 13:44:22,FC00007,WH00005,37
1289,2019-04-26 21:40:42,FC00004,WH00001,24
1290,2019-04-27 00:31:57,FC00008,WH00004,19
1291,2019-04-27 00:44:47,FC00004,WH00002,23
1292,2019-04-27 02:25:01,FC00004,WH00001,21
1293,2019-04-27 07:09:13,FC00001,WH00002,14
1294,2019-04-27 07:58:46,FC00007,WH00005,29
1295,2019-04-27 08:05:36,FC00004,WH00002,15
1296,2019-04-27 08:22:19,FC00002,WH00001,20
1297,2019-04-27 12:08:06,FC00007,WH00005,14
1298,2019-04-27 12:36:24,FC00005,WH00004,32
1299,2019-04-27 12:43:18,FC00006,WH00005,32
1300,2019-04-27 13:14:11,FC00007,WH00005,25
1301,2019-04-27 15:22:13,FC00002,WH00001,16
1302,2019-04-27 15:27:17,FC00007,WH00005,12
1303,2019-04-27 16:08:20,FC00003,WH00001,23
1304,2019-04-27 19:32:05,FC00001,WH00002,39
1305,2019-04-27 20:32:00,FC00004,WH00002,24
1306,2019-04-27 21:51:27,FC00007,WH00006,29
1307,2019-04-27 22:17:52,FC00003,WH00003,25
1308,2019-04-28 01:11:10,FC00003,WH00003,12
1309,2019-04-28 03:54:27,FC00001,WH00001,39
1310,2019-04-28 15:03:31,FC00008,WH00005,11
1311,2019-04-28 16:15:59,FC00004,WH00001,36
1312,2019-04-28 19:04:34,FC00001,WH00001,28
1313,2019-04-28 19:50:02,FC00005,WH00005,26
1314,2019-04-28 19:57:40,FC00005,WH00004,12
1315,2019-04-29 04:06:06,FC00007,WH00004,31
1316,2019-04-29 06:33:23,FC00004,WH00001,10
1317,2019-04-29 07:24:46,FC00006,WH00004,34
1318,2019-04-29 09:08:18,FC00003,WH00002,39
1319,2019-04-29 11:21:23,FC00004,WH00002,10
1320,2019-04-29 17:05:46,FC00004,WH00003,38
1321,2019-04-29 17:28:46,FC00004,WH00001,28
1322,2019-04-29 18:08:32,FC00001,WH00002,24
1323,2019-04-29 19:02:08,FC00004,WH00003,15
1324,2019-04-29 19:51:40,FC00002,WH00002,34
1325,2019-04-29 20:30:13,FC00007,WH00006,32
1326,2019-04-29 22:29:47,FC00008,WH00006,26
1327,2019-04-30 02:19:53,FC00004,WH00001,19
1328,2019-04-30 05:51:22,FC00003,WH00003,19
1329,2019-04-30 08:57:23,FC00005,WH00005,39
1330,2019-04-30 11:01:49,FC00001,WH00001,39
1331,2019-04-30 13:15:43,FC00004,WH00001,21
1332,2019-04-30 14:17:40,FC00008,WH00004,37
1333,2019-04-30 14:21:04,FC00004,WH00003,14
1334,2019-04-30 16:18:48,FC00006,WH00004,14
1335,2019-04-30 16:38:32,FC00002,WH00003,14
1336,2019-04-30 19:45:32,FC00002,WH00003,30
1337,2019-04-30 21:02:49,FC00003,WH00001,15
1338,2019-04-30 22:56:43,FC00004,WH00003,26
1339,2019-05-01 00:17:07,FC00006,WH00005,36
1340,2019-05-01 00:49:52,FC00006,WH00006,11
1341,2019-05-01 00:50:00,FC00005,WH00004,38
1342,2019-05-01 00:52:35,FC00006,WH00004,39
1343,2019-05-01 05:22:12,FC00006,WH00006,20
1344,2019-05-01 05:35:41,FC00002,WH00002,30
1345,2019-05-01 06:34:05,FC00007,WH00005,20
1346,2019-05-01 09:11:32,FC00007,WH00004,26
1347,2019-05-01 11:06:10,FC00004,WH00001,18
1348,2019-05-01 12:38:47,FC00007,WH00004,33
1349,2019-05-01 16:44:45,FC00003,WH00001,39
1350,2019-05-01 22:26:53,FC00008,WH00006,12
1351,2019-05-01 23:16:21,FC00007,WH00006,20
1352,2019-05-01 23:43:06,FC00008,WH00005,10
1353,2019-05-02 00:30:35,FC00005,WH00005,38
1354,2019-05-02 02:02:11,FC00007,WH00006,31
1355,2019-05-02 02:58:46,FC00008,WH00005,35
1356,2019-05-02 04:09:05,FC00001,WH00001,14
1357,2019-05-02 09:47:19,FC00003,WH00001,28
1358,2019-05-02 10:05:56,FC00004,WH00002,30
1359,2019-05-02 17:28:00,FC00003,WH00001,15
1360,2019-05-02 19:29:56,FC00006,WH00006,37
1361,2019-05-03 08:55:54,FC00006,WH00006,21
1362,2019-05-03 09:09:31,FC00004,WH00001,23
1363,2019-05-03 10:15:05,FC00004,WH00003,26
1364,2019-05-03 13:31:46,FC00006,WH00005,13
1365,2019-05-03 15:35:56,FC00001,WH00001,35
1366,2019-05-03 15:48:34,FC00005,WH00004,36
1367,2019-05-03 19:34:37,FC00007,WH00005,33
1368,2019-05-03 21:22:14,FC00008,WH00006,17
1369,2019-05-03 22:17:22,FC00003,WH00002,31
1370,2019-05-03 23:19:30,FC00006,WH00006,10
1371,2019-05-04 03:40:25,FC00008,WH00004,29
1372,2019-05-04 04:48:50,FC00002,WH00001,19
1373,2019-05-04 04:50:20,FC00007,WH00005,14
1374,2019-05-04 08:53:41,FC00007,WH00006,19
1375,2019-05-04 09:01:37,FC00008,WH00006,21
1376,2019-05-04 14:21:14,FC00006,WH00006,15
1377,2019-05-04 18:28:31,FC00005,WH00004,13
1378,2019-05-05 00:36:48,FC00003,WH00001,37
1379,2019-05-05 02:56:11,FC00002,WH00002,23
1380,2019-05-05 03:36:56,FC00001,WH00003,34
1381,2019-05-05 11:42:08,FC00008,WH00005,15
1382,2019-05-05 20:20:04,FC00005,WH00006,19
1383,2019-05-05 20:20:21,FC00007,WH00005,23
1384,2019-05-05 21:02:20,FC00001,WH00003,28
1385,2019-05-06 00:18:17,FC00001,WH00001,19
1386,2019-05-06 01:18:14,FC00007,WH00005,39
1387,2019-05-06 02:49:03,FC00003,WH00002,24
1388,2019-05-06 03:05:30,FC00001,WH00002,38
1389,2019-05-06 05:33:01,FC00002,WH00001,30
1390,2019-05-06 06:57:02,FC00008,WH00005,23
1391,2019-05-06 10:50:21,FC00007,WH00006,28
1392,2019-05-06 11:41:00,FC00002,WH00001,23
1393,2019-05-06 20:45:47,FC00002,WH00003,13
1394,2019-05-06 21:14:40,FC00007,WH00006,23
1395,2019-05-06 22:48:46,FC00003,WH00002,16
1396,2019-05-06 23:03:39,FC00002,WH00002,39
1397,2019-05-07 00:59:42,FC00007,WH00006,36
1398,2019-05-07 02:22:20,FC00006,WH00006,35
1399,2019-05-07 02:36:34,FC00004,WH00003,12
1400,2019-05-07 03:36:49,FC00003,WH00003,29
1401,2019-05-07 04:05:15,FC00006,WH00004,30
1402,2019-05-07 04:48:25,FC00008,WH00005,37
1403,2019-05-07 07:49:16,FC00001,WH00001,25
1404,2019-05-07 09:14:59,FC00002,WH00001,38
1405,2019-05-07 10:05:57,FC00001,WH00003,29
1406,2019-05-07 14:57:57,FC00006,WH00005,17
1407,2019-05-07 18:34:12,FC00003,WH00001,15
1408,2019-05-07 22:44:07,FC00005,WH00006,33
1409,2019-05-08 05:16:48,FC00007,WH00006,39
1410,2019-05-08 05:19:37,FC00003,WH00003,11
1411,2019-05-08 05:23:42,FC00002,WH00001,31
1412,2019-05-08 05:29:12,FC00003,WH00001,37
1413,2019-05-08 07:19:21,FC00004,WH00003,18
1414,2019-05-08 08:06:01,FC00008,WH00005,28
1415,2019-05-08 08:56:49,FC00008,WH00005,32
1416,2019-05-08 09:13:00,FC00002,WH00001,32
1417,2019-05-08 10:38:35,FC00006,WH00004,24
1418,2019-05-08 13:47:14,FC00007,WH00005,19
1419,2019-05-08 18:46:19,FC00004,WH00002,15
1420,2019-05-08 19:23:12,FC00004,WH00002,12
1421,2019-05-08 21:17:17,FC00004,WH00002,37
1422,2019-05-08 23:45:53,FC00006,WH00005,23
1423,2019-05-09 01:17:22,FC00005,WH00004,35
1424,2019-05-09 03:44:55,FC00005,WH00006,11
1425,2019-05-09 04:16:24,FC00005,WH00005,32
1426,2019-05-09 04:55:18,FC00008,WH00005,17
1427,2019-05-09 06:06:38,FC00002,WH00001,34
1428,2019-05-09 06:25:37,FC00007,WH00004,36
1429,2019-05-09 08:08:26,FC00003,WH00002,36
1430,2019-05-09 11:10:12,FC00008,WH00004,30
1431,2019-05-09 11:36:54,FC00007,WH00004,22
1432,2019-05-09 11:45:28,FC00003,WH00001,33
1433,2019-05-09 11:55:14,FC00002,WH00001,27
1434,2019-05-09 12:35:55,FC00008,WH00005,16
1435,2019-05-09 13:45:57,FC00005,WH00006,35
1436,2019-05-09 20:13:37,FC00007,WH00004,23
1437,2019-05-09 23:24:51,FC00006,WH00006,38
1438,2019-05-10 00:16:41,FC00005,WH00004,11
1439,2019-05-10 03:14:12,FC00008,WH00006,23
1440,2019-05-10 05:55:48,FC00005,WH00004,18
1441,2019-05-10 09:50:45,FC00005,WH00006,14
1442,2019-05-10 16:37:53,FC00001,WH00001,25
1443,2019-05-10 18:43:34,FC00001,WH00003,17
1444,2019-05-10 21:56:13,FC00005,WH00006,12
1445,2019-05-10 23:37:40,FC00007,WH00004,20
1446,2019-05-11 01:03:26,FC00007,WH00004,39
1447,2019-05-11 01:38:06,FC00004,WH00002,13
1448,2019-05-11 13:29:41,FC00003,WH00001,32
1449,2019-05-11 13:40:25,FC00004,WH00001,34
1450,2019-05-11 19:57:45,FC00007,WH00004,26
1451,2019-05-12 02:48:07,FC00001,WH00003,10
1452,2019-05-12 04:26:52,FC00005,WH00006,20
1453,2019-05-12 05:06:18,FC00003,WH00002,27
1454,2019-05-12 06:57:17,FC00004,WH00002,25
1455,2019-05-12 09:19:29,FC00001,WH00003,33
1456,2019-05-12 10:56:12,FC00006,WH00004,20
1457,2019-05-12 11:45:09,FC00004,WH00003,16
1458,2019-05-12 15:11:44,FC00002,WH00001,34
1459,2019-05-12 15:58:53,FC00006,WH00005,32
1460,2019-05-12 17:09:26,FC00002,WH00001,35
1461,2019-05-13 00:13:51,FC00005,WH00006,37
1462,2019-05-13 02:31:32,FC00006,WH00005,19
1463,2019-05-13 03:03:45,FC00001,WH00001,38
1464,2019-05-13 08:56:42,FC00006,WH00006,15
1465,2019-05-13 11:42:15,FC00008,WH00004,28
1466,2019-05-13 12:43:24,FC00002,WH00003,25
1467,2019-05-13 19:49:30,FC00004,WH00001,28
1468,2019-05-13 20:33:15,FC00007,WH00004,35
1469,2019-05-13 22:29:55,FC00004,WH00002,30
1470,2019-05-14 06:31:23,FC00004,WH00003,13
1471,2019-05-14 09:43:03,FC00001,WH00001,31
1472,2019-05-14 09:49:36,FC00008,WH00005,26
1473,2019-05-14 11:29:52,FC00007,WH00005,31
1474,2019-05-14 11:54:58,FC00008,WH00004,12
1475,2019-05-14 12:42:15,FC00004,WH00002,11
1476,2019-05-14 13:19:40,FC00003,WH00001,26
1477,2019-05-14 15:30:22,FC00007,WH00005,34
1478,2019-05-14 18:06:48,FC00003,WH00003,28
1479,2019-05-14 21:37:27,FC00008,WH00006,24
1480,2019-05-14 21:41:44,FC00001,WH00002,10
1481,2019-05-15 01:11:04,FC00004,WH00002,14
1482,2019-05-15 04:09:34,FC00006,WH00005,36
1483,2019-05-15 04:13:59,FC00008,WH00004,32
1484,2019-05-15 04:21:51,FC00007,WH00006,28
1485,2019-05-15 04:37:20,FC00004,WH00002,26
1486,2019-05-15 08:22:28,FC00001,WH00002,21
1487,2019-05-15 09:32:30,FC00005,WH00005,29
1488,2019-05-15 10:44:41,FC00002,WH00003,12
1489,2019-05-15 11:56:19,FC00008,WH00004,11
1490,2019-05-15 13:04:30,FC00003,WH00002,37
1491,2019-05-15 13:17:14,FC00002,WH00003,20
1492,2019-05-15 20:00:16,FC00005,WH00004,23
1493,2019-05-16 06:33:40,FC00002,WH00001,39
1494,2019-05-16 08:44:17,FC00003,WH00002,32
1495,2019-05-16 12:20:34,FC00004,WH00001,15
1496,2019-05-16 15:51:20,FC00006,WH00004,24
1497,2019-05-16 18:10:26,FC00001,WH00003,21
1498,2019-05-16 21:12:59,FC00003,WH00003,17
1499,2019-05-17 02:04:51,FC00002,WH00003,31
1500,2019-05-17 07:10:19,FC00003,WH00002,38
1501,2019-05-17 10:08:00,FC00005,WH00005,25
1502,2019-05-17 15:01:08,FC00002,WH00001,10
1503,2019-05-17 15:46:03,FC00001,WH00001,33
1504,2019-05-17 15:53:01,FC00001,WH00002,39
1505,2019-05-17 16:00:54,FC00003,WH00003,22
1506,2019-05-17 17:31:15,FC00006,WH00004,36
1507,2019-05-17 18:19:50,FC00007,WH00004,27
1508,2019-05-17 18:34:07,FC00007,WH00006,10
1509,2019-05-17 23:09:24,FC00007,WH00004,39
1510,2019-05-17 23:49:06,FC00008,WH00006,25
1511,2019-05-18 00:56:54,FC00003,WH00001,33
1512,2019-05-18 02:24:30,FC00003,WH00001,11
1513,2019-05-18 04:12:40,FC00006,WH00004,38
1514,2019-05-18 10:29:17,FC00004,WH00001,11
1515,2019-05-18 16:05:56,FC00003,WH00002,21
1516,2019-05-18 17:56:53,FC00002,WH00002,29
1517,2019-05-18 19:54:02,FC00006,WH00004,22
1518,2019-05-18 20:01:55,FC00004,WH00001,39
1519,2019-05-18 23:09:40,FC00005,WH00004,18
1520,2019-05-19 00:47:11,FC00004,WH00001,13
1521,2019-05-19 02:53:28,FC00001,WH00001,18
1522,2019-05-19 03:28:33,FC00004,WH00003,10
1523,2019-05-19 10:33:08,FC00001,WH00003,26
1524,2019-05-19 11:58:41,FC00003,WH00001,32
1525,2019-05-19 12:50:43,FC00007,WH00004,10
1526,2019-05-19 15:28:27,FC00001,WH00002,35
1527,2019-05-19 17:09:33,FC00002,WH00002,36
1528,2019-05-19 17:39:41,FC00007,WH00004,31
1529,2019-05-19 22:01:55,FC00005,WH00006,31
1530,2019-05-19 22:42:03,FC00005,WH00004,16
